,"5904","215","2","0","0","0","0","5904","215","2","0","0","0","0","5904","215","2","0","0","0","0","5904","215","2","0","0","0","0","5904","215","2","0","0","0","0","5904","215","2","0","0","0","0","5904","215","2","0","0","0","0","5904","215","2","0","0","0","0","5904","215","2","0","0","0","0","5904","215","2","0","0","0","0"
,"6386","272","2","0","0","0","0","6386","272","2","0","0","0","0","6386","272","2","0","0","0","0","6386","272","2","0","0","0","0","6386","272","2","0","0","0","0","6386","272","2","0","0","0","0","6386","272","2","0","0","0","0","6386","272","2","0","0","0","0","6386","272","2","0","0","0","0","6386","272","2","0","0","0","0"
,"6911","351","2","0","0","0","0","6911","351","2","0","0","0","0","6911","351","2","0","0","0","0","6911","351","2","0","0","0","0","6911","351","2","0","0","0","0","6911","351","2","0","0","0","0","6911","351","2","0","0","0","0","6911","351","2","0","0","0","0","6911","351","2","0","0","0","0","6911","351","2","0","0","0","0"
,"7377","424","4","0","0","0","0","7377","424","4","0","0","0","0","7377","424","4","0","0","0","0","7377","424","4","0","0","0","0","7377","424","4","0","0","0","0","7377","424","4","0","0","0","0","7377","424","4","0","0","0","0","7377","424","4","0","0","0","0","7377","424","4","0","0","0","0","7377","424","4","0","0","0","0"
,"7847","516","10","0","0","0","0","7847","516","10","0","0","0","0","7847","516","10","0","0","0","0","7847","516","10","0","0","0","0","7847","516","10","0","0","0","0","7847","516","10","0","0","0","0","7847","516","10","0","0","0","0","7847","516","10","0","0","0","0","7847","516","10","0","0","0","0","7847","516","10","0","0","0","0"
,"8266","600","13","4","0","0","0","8266","600","13","4","0","0","0","8266","600","13","4","0","0","0","8266","600","13","4","0","0","0","8266","600","13","4","0","0","0","8266","600","13","4","0","0","0","8266","600","13","4","0","0","0","8266","600","13","4","0","0","0","8266","600","13","4","0","0","0","8266","600","13","4","0","0","0"
,"8684","717","15","4","0","0","0","8684","717","15","4","0","0","0","8684","717","15","4","0","0","0","8684","717","15","4","0","0","0","8684","717","15","4","0","0","0","8684","717","15","4","0","0","0","8684","717","15","4","0","0","0","8684","717","15","4","0","0","0","8684","717","15","4","0","0","0","8684","717","15","4","0","0","0"
,"9070","844","20","4","0","1","0","9070","844","20","4","0","1","0","9070","844","20","4","0","1","0","9070","844","20","4","0","1","0","9070","844","20","4","0","1","0","9070","844","20","4","0","1","0","9070","844","20","4","0","1","0","9070","844","20","4","0","1","0","9070","844","20","4","0","1","0","9070","844","20","4","0","1","0"
,"9473","955","24","5","0","1","0","9473","955","24","5","0","1","0","9473","955","24","5","0","1","0","9473","955","24","5","0","1","0","9473","955","24","5","0","1","0","9473","955","24","5","0","1","0","9473","955","24","5","0","1","0","9473","955","24","5","0","1","0","9473","955","24","5","0","1","0","9473","955","24","5","0","1","0"
,"9909","1092","32","6","0","1","0","9909","1092","32","6","0","1","0","9909","1092","32","6","0","1","0","9909","1092","32","6","0","1","0","9909","1092","32","6","0","1","0","9909","1092","32","6","0","1","0","9909","1092","32","6","0","1","0","9909","1092","32","6","0","1","0","9909","1092","32","6","0","1","0","9909","1092","32","6","0","1","0"
,"10287","1249","37","7","0","1","0","10287","1249","37","7","0","1","0","10287","1249","37","7","0","1","0","10287","1249","37","7","0","1","0","10287","1249","37","7","0","1","0","10287","1249","37","7","0","1","0","10287","1249","37","7","0","1","0","10287","1249","37","7","0","1","0","10287","1249","37","7","0","1","0","10287","1249","37","7","0","1","0"
,"10639","1418","44","13","0","1","0","10639","1418","44","13","0","1","0","10639","1418","44","13","0","1","0","10639","1418","44","13","0","1","0","10639","1418","44","13","0","1","0","10639","1418","44","13","0","1","0","10639","1418","44","13","0","1","0","10639","1418","44","13","0","1","0","10639","1418","44","13","0","1","0","10639","1418","44","13","0","1","0"
,"11009","1590","51","15","0","1","0","11009","1590","51","15","0","1","0","11009","1590","51","15","0","1","0","11009","1590","51","15","0","1","0","11009","1590","51","15","0","1","0","11009","1590","51","15","0","1","0","11009","1590","51","15","0","1","0","11009","1590","51","15","0","1","0","11009","1590","51","15","0","1","0","11009","1590","51","15","0","1","0"
,"11352","1804","59","16","0","1","0","11352","1804","59","16","0","1","0","11352","1804","59","16","0","1","0","11352","1804","59","16","0","1","0","11352","1804","59","16","0","1","0","11352","1804","59","16","0","1","0","11352","1804","59","16","0","1","0","11352","1804","59","16","0","1","0","11352","1804","59","16","0","1","0","11352","1804","59","16","0","1","0"
,"11701","2008","68","19","0","1","0","11701","2008","68","19","0","1","0","11701","2008","68","19","0","1","0","11701","2008","68","19","0","1","0","11701","2008","68","19","0","1","0","11701","2008","68","19","0","1","0","11701","2008","68","19","0","1","0","11701","2008","68","19","0","1","0","11701","2008","68","19","0","1","0","11701","2008","68","19","0","1","0"
,"12049","2197","77","25","0","2","0","12049","2197","77","25","0","2","0","12049","2197","77","25","0","2","0","12049","2197","77","25","0","2","0","12049","2197","77","25","0","2","0","12049","2197","77","25","0","2","0","12049","2197","77","25","0","2","0","12049","2197","77","25","0","2","0","12049","2197","77","25","0","2","0","12049","2197","77","25","0","2","0"
,"12356","2379","82","31","4","5","1","12356","2379","82","31","4","5","1","12356","2379","82","31","4","5","1","12356","2379","82","31","4","5","1","12356","2379","82","31","4","5","1","12356","2379","82","31","4","5","1","12356","2379","82","31","4","5","1","12356","2379","82","31","4","5","1","12356","2379","82","31","4","5","1","12356","2379","82","31","4","5","1"
,"12626","2530","88","37","6","5","1","12626","2530","88","37","6","5","1","12626","2530","88","37","6","5","1","12626","2530","88","37","6","5","1","12626","2530","88","37","6","5","1","12626","2530","88","37","6","5","1","12626","2530","88","37","6","5","1","12626","2530","88","37","6","5","1","12626","2530","88","37","6","5","1","12626","2530","88","37","6","5","1"
,"12887","2660","96","45","9","5","1","12887","2660","96","45","9","5","1","12887","2660","96","45","9","5","1","12887","2660","96","45","9","5","1","12887","2660","96","45","9","5","1","12887","2660","96","45","9","5","1","12887","2660","96","45","9","5","1","12887","2660","96","45","9","5","1","12887","2660","96","45","9","5","1","12887","2660","96","45","9","5","1"
,"13174","2808","107","51","12","5","1","13174","2808","107","51","12","5","1","13174","2808","107","51","12","5","1","13174","2808","107","51","12","5","1","13174","2808","107","51","12","5","1","13174","2808","107","51","12","5","1","13174","2808","107","51","12","5","1","13174","2808","107","51","12","5","1","13174","2808","107","51","12","5","1","13174","2808","107","51","12","5","1"
,"13412","2922","121","57","12","5","1","13412","2922","121","57","12","5","1","13412","2922","121","57","12","5","1","13412","2922","121","57","12","5","1","13412","2922","121","57","12","5","1","13412","2922","121","57","12","5","1","13412","2922","121","57","12","5","1","13412","2922","121","57","12","5","1","13412","2922","121","57","12","5","1","13412","2922","121","57","12","5","1"
,"13668","3041","140","59","13","5","1","13668","3041","140","59","13","5","1","13668","3041","140","59","13","5","1","13668","3041","140","59","13","5","1","13668","3041","140","59","13","5","1","13668","3041","140","59","13","5","1","13668","3041","140","59","13","5","1","13668","3041","140","59","13","5","1","13668","3041","140","59","13","5","1","13668","3041","140","59","13","5","1"
,"13900","3151","156","62","13","5","1","13900","3151","156","62","13","5","1","13900","3151","156","62","13","5","1","13900","3151","156","62","13","5","1","13900","3151","156","62","13","5","1","13900","3151","156","62","13","5","1","13900","3151","156","62","13","5","1","13900","3151","156","62","13","5","1","13900","3151","156","62","13","5","1","13900","3151","156","62","13","5","1"
,"14143","3285","161","65","13","5","1","14143","3285","161","65","13","5","1","14143","3285","161","65","13","5","1","14143","3285","161","65","13","5","1","14143","3285","161","65","13","5","1","14143","3285","161","65","13","5","1","14143","3285","161","65","13","5","1","14143","3285","161","65","13","5","1","14143","3285","161","65","13","5","1","14143","3285","161","65","13","5","1"
,"14337","3390","171","70","13","5","1","14337","3390","171","70","13","5","1","14337","3390","171","70","13","5","1","14337","3390","171","70","13","5","1","14337","3390","171","70","13","5","1","14337","3390","171","70","13","5","1","14337","3390","171","70","13","5","1","14337","3390","171","70","13","5","1","14337","3390","171","70","13","5","1","14337","3390","171","70","13","5","1"
,"14503","3496","182","70","13","5","1","14503","3496","182","70","13","5","1","14503","3496","182","70","13","5","1","14503","3496","182","70","13","5","1","14503","3496","182","70","13","5","1","14503","3496","182","70","13","5","1","14503","3496","182","70","13","5","1","14503","3496","182","70","13","5","1","14503","3496","182","70","13","5","1","14503","3496","182","70","13","5","1"
,"14648","3584","191","73","13","5","1","14648","3584","191","73","13","5","1","14648","3584","191","73","13","5","1","14648","3584","191","73","13","5","1","14648","3584","191","73","13","5","1","14648","3584","191","73","13","5","1","14648","3584","191","73","13","5","1","14648","3584","191","73","13","5","1","14648","3584","191","73","13","5","1","14648","3584","191","73","13","5","1"
,"14799","3656","197","76","13","5","1","14799","3656","197","76","13","5","1","14799","3656","197","76","13","5","1","14799","3656","197","76","13","5","1","14799","3656","197","76","13","5","1","14799","3656","197","76","13","5","1","14799","3656","197","76","13","5","1","14799","3656","197","76","13","5","1","14799","3656","197","76","13","5","1","14799","3656","197","76","13","5","1"
,"14948","3729","203","78","13","5","1","14948","3729","203","78","13","5","1","14948","3729","203","78","13","5","1","14948","3729","203","78","13","5","1","14948","3729","203","78","13","5","1","14948","3729","203","78","13","5","1","14948","3729","203","78","13","5","1","14948","3729","203","78","13","5","1","14948","3729","203","78","13","5","1","14948","3729","203","78","13","5","1"
,"15089","3785","208","81","13","5","1","15089","3785","208","81","13","5","1","15089","3785","208","81","13","5","1","15089","3785","208","81","13","5","1","15089","3785","208","81","13","5","1","15089","3785","208","81","13","5","1","15089","3785","208","81","13","5","1","15089","3785","208","81","13","5","1","15089","3785","208","81","13","5","1","15089","3785","208","81","13","5","1"
,"15213","3860","213","83","13","5","1","15213","3860","213","83","13","5","1","15213","3860","213","83","13","5","1","15213","3860","213","83","13","5","1","15213","3860","213","83","13","5","1","15213","3860","213","83","13","5","1","15213","3860","213","83","13","5","1","15213","3860","213","83","13","5","1","15213","3860","213","83","13","5","1","15213","3860","213","83","13","5","1"
,"15360","3938","220","83","13","5","1","15360","3938","220","83","13","5","1","15360","3938","220","83","13","5","1","15360","3938","220","83","13","5","1","15360","3938","220","83","13","5","1","15360","3938","220","83","13","5","1","15360","3938","220","83","13","5","1","15360","3938","220","83","13","5","1","15360","3938","220","83","13","5","1","15360","3938","220","83","13","5","1"
,"15497","4012","222","83","13","5","1","15497","4012","222","83","13","5","1","15497","4012","222","83","13","5","1","15497","4012","222","83","13","5","1","15497","4012","222","83","13","5","1","15497","4012","222","83","13","5","1","15497","4012","222","83","13","5","1","15497","4012","222","83","13","5","1","15497","4012","222","83","13","5","1","15497","4012","222","83","13","5","1"
,"15642","4093","232","83","13","5","1","15642","4093","232","83","13","5","1","15642","4093","232","83","13","5","1","15642","4093","232","83","13","5","1","15642","4093","232","83","13","5","1","15642","4093","232","83","13","5","1","15642","4093","232","83","13","5","1","15642","4093","232","83","13","5","1","15642","4093","232","83","13","5","1","15642","4093","232","83","13","5","1"
,"15789","4173","242","84","13","5","1","15789","4173","242","84","13","5","1","15789","4173","242","84","13","5","1","15789","4173","242","84","13","5","1","15789","4173","242","84","13","5","1","15789","4173","242","84","13","5","1","15789","4173","242","84","13","5","1","15789","4173","242","84","13","5","1","15789","4173","242","84","13","5","1","15789","4173","242","84","13","5","1"
,"15925","4257","246","86","13","5","1","15925","4257","246","86","13","5","1","15925","4257","246","86","13","5","1","15925","4257","246","86","13","5","1","15925","4257","246","86","13","5","1","15925","4257","246","86","13","5","1","15925","4257","246","86","13","5","1","15925","4257","246","86","13","5","1","15925","4257","246","86","13","5","1","15925","4257","246","86","13","5","1"
,"16044","4341","252","87","13","5","1","16044","4341","252","87","13","5","1","16044","4341","252","87","13","5","1","16044","4341","252","87","13","5","1","16044","4341","252","87","13","5","1","16044","4341","252","87","13","5","1","16044","4341","252","87","13","5","1","16044","4341","252","87","13","5","1","16044","4341","252","87","13","5","1","16044","4341","252","87","13","5","1"
,"16175","4409","258","87","13","5","1","16175","4409","258","87","13","5","1","16175","4409","258","87","13","5","1","16175","4409","258","87","13","5","1","16175","4409","258","87","13","5","1","16175","4409","258","87","13","5","1","16175","4409","258","87","13","5","1","16175","4409","258","87","13","5","1","16175","4409","258","87","13","5","1","16175","4409","258","87","13","5","1"
,"16273","4492","267","87","13","5","1","16273","4492","267","87","13","5","1","16273","4492","267","87","13","5","1","16273","4492","267","87","13","5","1","16273","4492","267","87","13","5","1","16273","4492","267","87","13","5","1","16273","4492","267","87","13","5","1","16273","4492","267","87","13","5","1","16273","4492","267","87","13","5","1","16273","4492","267","87","13","5","1"
,"16384","4587","272","87","13","5","1","16384","4587","272","87","13","5","1","16384","4587","272","87","13","5","1","16384","4587","272","87","13","5","1","16384","4587","272","87","13","5","1","16384","4587","272","87","13","5","1","16384","4587","272","87","13","5","1","16384","4587","272","87","13","5","1","16384","4587","272","87","13","5","1","16384","4587","272","87","13","5","1"
,"16502","4681","278","87","13","5","1","16502","4681","278","87","13","5","1","16502","4681","278","87","13","5","1","16502","4681","278","87","13","5","1","16502","4681","278","87","13","5","1","16502","4681","278","87","13","5","1","16502","4681","278","87","13","5","1","16502","4681","278","87","13","5","1","16502","4681","278","87","13","5","1","16502","4681","278","87","13","5","1"
,"16614","4763","281","88","13","5","1","16614","4763","281","88","13","5","1","16614","4763","281","88","13","5","1","16614","4763","281","88","13","5","1","16614","4763","281","88","13","5","1","16614","4763","281","88","13","5","1","16614","4763","281","88","13","5","1","16614","4763","281","88","13","5","1","16614","4763","281","88","13","5","1","16614","4763","281","88","13","5","1"
,"16733","4855","285","88","13","5","1","16733","4855","285","88","13","5","1","16733","4855","285","88","13","5","1","16733","4855","285","88","13","5","1","16733","4855","285","88","13","5","1","16733","4855","285","88","13","5","1","16733","4855","285","88","13","5","1","16733","4855","285","88","13","5","1","16733","4855","285","88","13","5","1","16733","4855","285","88","13","5","1"
,"16856","4949","288","88","13","5","1","16856","4949","288","88","13","5","1","16856","4949","288","88","13","5","1","16856","4949","288","88","13","5","1","16856","4949","288","88","13","5","1","16856","4949","288","88","13","5","1","16856","4949","288","88","13","5","1","16856","4949","288","88","13","5","1","16856","4949","288","88","13","5","1","16856","4949","288","88","13","5","1"
,"16957","5037","295","89","13","5","1","16957","5037","295","89","13","5","1","16957","5037","295","89","13","5","1","16957","5037","295","89","13","5","1","16957","5037","295","89","13","5","1","16957","5037","295","89","13","5","1","16957","5037","295","89","13","5","1","16957","5037","295","89","13","5","1","16957","5037","295","89","13","5","1","16957","5037","295","89","13","5","1"
,"17071","5142","302","90","13","5","1","17071","5142","302","90","13","5","1","17071","5142","302","90","13","5","1","17071","5142","302","90","13","5","1","17071","5142","302","90","13","5","1","17071","5142","302","90","13","5","1","17071","5142","302","90","13","5","1","17071","5142","302","90","13","5","1","17071","5142","302","90","13","5","1","17071","5142","302","90","13","5","1"
,"17186","5239","314","90","13","5","1","17186","5239","314","90","13","5","1","17186","5239","314","90","13","5","1","17186","5239","314","90","13","5","1","17186","5239","314","90","13","5","1","17186","5239","314","90","13","5","1","17186","5239","314","90","13","5","1","17186","5239","314","90","13","5","1","17186","5239","314","90","13","5","1","17186","5239","314","90","13","5","1"
,"17284","5334","322","90","13","5","1","17284","5334","322","90","13","5","1","17284","5334","322","90","13","5","1","17284","5334","322","90","13","5","1","17284","5334","322","90","13","5","1","17284","5334","322","90","13","5","1","17284","5334","322","90","13","5","1","17284","5334","322","90","13","5","1","17284","5334","322","90","13","5","1","17284","5334","322","90","13","5","1"
,"17368","5432","328","91","14","5","1","17368","5432","328","91","14","5","1","17368","5432","328","91","14","5","1","17368","5432","328","91","14","5","1","17368","5432","328","91","14","5","1","17368","5432","328","91","14","5","1","17368","5432","328","91","14","5","1","17368","5432","328","91","14","5","1","17368","5432","328","91","14","5","1","17368","5432","328","91","14","5","1"
,"17450","5527","332","91","14","5","1","17450","5527","332","91","14","5","1","17450","5527","332","91","14","5","1","17450","5527","332","91","14","5","1","17450","5527","332","91","14","5","1","17450","5527","332","91","14","5","1","17450","5527","332","91","14","5","1","17450","5527","332","91","14","5","1","17450","5527","332","91","14","5","1","17450","5527","332","91","14","5","1"
,"17515","5622","341","94","14","5","1","17515","5622","341","94","14","5","1","17515","5622","341","94","14","5","1","17515","5622","341","94","14","5","1","17515","5622","341","94","14","5","1","17515","5622","341","94","14","5","1","17515","5622","341","94","14","5","1","17515","5622","341","94","14","5","1","17515","5622","341","94","14","5","1","17515","5622","341","94","14","5","1"
