"x","y"
"0","4.017353433835846"
"1","4.01497318989647"
"2","4.01163581927055"
"3","4.00547501807789"
"4","3.9981853079741754"
"5","3.9909303479061857"
"6","3.9849902814772156"
"7","3.976243803928768"
"8","3.9696380496559978"
"9","3.959755398433021"
"10","3.951870197745622"
"11","3.9419821114837887"
"12","3.9320008158270445"
"13","3.9195647625026155"
"14","3.9052138807764987"
"15","3.8909572121746803"
"16","3.8783142870048333"
"17","3.8633254223090883"
"18","3.8508012437215977"
"19","3.8344175044352453"
"20","3.8201347722551553"
"21","3.80205063820883"
"22","3.786565956298894"
"23","3.7646927499023275"
"24","3.7437290486648944"
"25","3.717517853927864"
"26","3.688531738615835"
"27","3.658766233766234"
"28","3.6344107744107745"
"29","3.601965601965602"
"30","3.5779201864258665"
"31","3.5544315264985658"
"32","3.537772585669782"
"33","3.5181238395091627"
"34","3.4967876512307052"
"35","3.4755833116488852"
"36","3.4589237668161434"
"37","3.4356223175965663"
"38","3.420793987280786"
"39","3.400734199821411"
"40","3.3849918433931485"
"41","3.368503607654502"
"42","3.349163807890223"
"43","3.328450269853508"
"44","3.310489352061622"
"45","3.2911289384955236"
"46","3.2694151486097796"
"47","3.2451040768567556"
"48","3.2258146316723724"
"49","3.1974063400576367"
"50","3.1691724231342273"
"51","3.1396067415730338"
"52","3.1124818577648767"
"53","3.0800660958389665"
"54","3.0517588718425537"
"55","3.0150255754475705"
"56","2.9801488833746896"
"57","2.940306210218476"
"58","2.893548387096774"
"59","2.8422425032594525"
"60","2.7905576063726443"
"61","2.7436676798378925"
"62","2.6951296647691336"
"63","2.637965205901784"
"64","2.570407928094031"
"65","2.514588859416446"
"66","2.458532896395261"
"67","2.4132144729942318"
"68","2.363934426229508"
"69","2.3241789354473386"
"70","2.2924831822170226"
"71","2.250838159097836"
"72","2.218532574320051"
"73","2.175294888597641"
"74","2.125684931506849"
"75","2.066618911174785"
"76","2.0149588631264024"
"77","1.9613583138173303"
"78","1.9029244516653128"
"79","1.8434193821413458"
"80","1.7907894736842105"
"81","1.7348794906775806"
"82","1.6854195968120018"
"83","1.6260320543953375"
"84","1.5972222222222223"
"85","1.5675813008130082"
"86","1.5474339035769828"
"87","1.5310344827586206"
"88","1.514856834143706"
"89","1.5044052863436124"
"90","1.501392757660167"
"91","1.493771234428086"
"92","1.4882655981682884"
"93","1.480713874496258"
"94","1.4757734967892586"
"95","1.470761961015948"
"96","1.4546553808948004"
"97","1.443558282208589"
"98","1.4357541899441342"
"99","1.4243379571248425"
"100","1.4193962748876043"
"101","1.4118028534370948"
"102","1.4027686222808173"
"103","1.3967935871743486"
"104","1.3877966101694916"
"105","1.379381443298969"
"106","1.3734177215189873"
"107","1.3652609006433167"
"108","1.3553299492385786"
"109","1.3496659242761693"
"110","1.341628959276018"
"111","1.3315589353612167"
"112","1.3230054221533696"
"113","1.3208137715179968"
"114","1.3134920634920635"
"115","1.3103448275862069"
"116","1.3073803730738038"
"117","1.3041700735895339"
"118","1.301980198019802"
"119","1.2957393483709274"
"120","1.2940185341196293"
"121","1.2897678417884781"
"122","1.2869565217391303"
"123","1.2840809146877747"
"124","1.2778272484416742"
"125","1.2718181818181817"
"126","1.2675276752767528"
"127","1.262218045112782"
"128","1.2571157495256167"
"129","1.2545454545454546"
"130","1.2485436893203883"
"131","1.245320197044335"
"132","1.241"
"133","1.2313203684749232"
"134","1.2280701754385965"
"135","1.220231822971549"
"136","1.2153518123667377"
"137","1.2071583514099784"
"138","1.202866593164278"
"139","1.1975446428571428"
"140","1.1931818181818181"
"141","1.1877172653534183"
"142","1.1789099526066351"
"143","1.1756919374247894"
"144","1.1732186732186731"
"145","1.165"
"146","1.1600512163892445"
"147","1.1574074074074074"
"148","1.1474966170500676"
"149","1.1346153846153846"
"150","1.1287128712871286"
"151","1.1188405797101448"
"152","1.115666178623719"
"153","1.1079460269865067"
"154","1.101071975497703"
"155","1.0982839313572543"
"156","1.0907643312101911"
"157","1.0857605177993528"
"158","1.074013157894737"
"159","1.0603015075376885"
"160","1.0576271186440678"
"161","1.050259965337955"
"162","1.0456140350877192"
"163","1.0359712230215827"
"164","1.0293040293040292"
"165","1.0277264325323474"
"166","1.0207547169811322"
"167","1.0191570881226053"
"168","1.01364522417154"
"169","1.0078740157480315"
"170","1.0040160642570282"
"171","1"
"172","0.9979423868312757"
"173","0.9958333333333333"
"174","0.9957446808510638"
"175","0.9957264957264957"
"176","0.9956803455723542"
"177","0.9956427015250545"
"178","0.9956140350877193"
"179","0.9955555555555555"
"180","0.9954648526077098"
"181","0.9954337899543378"
"182","0.9953703703703703"
"183","0.9953051643192489"
"184","0.9952380952380953"
"185","0.9952038369304557"
"186","0.9951573849878934"
"187","0.9950738916256158"
"188","0.9950372208436724"
"189","0.995"
"190","0.9949367088607595"
"191","0.9949109414758269"
"192","0.9948453608247423"
"193","0.9947916666666666"
"194","0.9947368421052631"
"195","0.9946949602122016"
"196","0.9946236559139785"
"197","0.994535519125683"
"198","0.9945054945054945"
"199","0.9944289693593314"
"200","0.9943181818181818"
"201","0.9942363112391931"
"202","0.9941690962099126"
"203","0.9940828402366864"
"204","0.9939759036144579"
"205","0.9939577039274925"
"206","0.9938837920489296"
"207","0.9938461538461538"
"208","0.9937304075235109"
"209","0.9936708860759493"
"210","0.9936507936507937"
"211","0.9936305732484076"
"212","0.9935483870967742"
"213","0.9934640522875817"
"214","0.9933333333333333"
"215","0.9932203389830508"
"216","0.9931972789115646"
"217","0.993127147766323"
"218","0.9930313588850174"
"219","0.9929328621908127"
"220","0.9928825622775801"
"221","0.9928057553956835"
"222","0.9926739926739927"
"223","0.992619926199262"
"224","0.9925093632958801"
"225","0.9924528301886792"
"226","0.9923664122137404"
"227","0.9923371647509579"
"228","0.9922779922779923"
"229","0.9921875"
"230","0.9921259842519685"
"231","0.9920318725099602"
"232","0.9919354838709677"
"233","0.9917695473251029"
"234","0.9917355371900827"
"235","0.991701244813278"
"236","0.9916317991631799"
"237","0.9915611814345991"
"238","0.9913793103448276"
"239","0.991304347826087"
"240","0.9911894273127754"
"241","0.9911111111111112"
"242","0.9910313901345291"
"243","0.990909090909091"
"244","0.9907407407407407"
"245","0.9906976744186047"
"246","0.9904761904761905"
"247","0.9903381642512077"
"248","0.9903381642512077"
"249","0.9902912621359223"
"250","0.9901477832512315"
"251","0.9899497487437185"
"252","0.9897959183673469"
"253","0.9896373056994818"
"254","0.9895287958115183"
"255","0.9895287958115183"
"256","0.9895287958115183"
"257","0.9894179894179894"
