"[reporter]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]"
,"17199","6457","562","67","23","0","0","17199","6457","562","67","23","0","0","17199","6457","562","67","23","0","0","17199","6457","562","67","23","0","0","17199","6457","562","67","23","0","0","17199","6457","562","67","23","0","0","17199","6457","562","67","23","0","0","17199","6457","562","67","23","0","0","17199","6457","562","67","23","0","0","17199","6457","562","67","23","0","0"
,"17201","6465","564","67","23","0","0","17201","6465","564","67","23","0","0","17201","6465","564","67","23","0","0","17201","6465","564","67","23","0","0","17201","6465","564","67","23","0","0","17201","6465","564","67","23","0","0","17201","6465","564","67","23","0","0","17201","6465","564","67","23","0","0","17201","6465","564","67","23","0","0","17201","6465","564","67","23","0","0"
,"17204","6474","565","67","23","0","0","17204","6474","565","67","23","0","0","17204","6474","565","67","23","0","0","17204","6474","565","67","23","0","0","17204","6474","565","67","23","0","0","17204","6474","565","67","23","0","0","17204","6474","565","67","23","0","0","17204","6474","565","67","23","0","0","17204","6474","565","67","23","0","0","17204","6474","565","67","23","0","0"
,"17205","6481","567","67","23","0","0","17205","6481","567","67","23","0","0","17205","6481","567","67","23","0","0","17205","6481","567","67","23","0","0","17205","6481","567","67","23","0","0","17205","6481","567","67","23","0","0","17205","6481","567","67","23","0","0","17205","6481","567","67","23","0","0","17205","6481","567","67","23","0","0","17205","6481","567","67","23","0","0"
,"17205","6490","571","67","23","0","0","17205","6490","571","67","23","0","0","17205","6490","571","67","23","0","0","17205","6490","571","67","23","0","0","17205","6490","571","67","23","0","0","17205","6490","571","67","23","0","0","17205","6490","571","67","23","0","0","17205","6490","571","67","23","0","0","17205","6490","571","67","23","0","0","17205","6490","571","67","23","0","0"
,"17205","6507","571","67","23","0","0","17205","6507","571","67","23","0","0","17205","6507","571","67","23","0","0","17205","6507","571","67","23","0","0","17205","6507","571","67","23","0","0","17205","6507","571","67","23","0","0","17205","6507","571","67","23","0","0","17205","6507","571","67","23","0","0","17205","6507","571","67","23","0","0","17205","6507","571","67","23","0","0"
,"17206","6516","573","67","23","0","0","17206","6516","573","67","23","0","0","17206","6516","573","67","23","0","0","17206","6516","573","67","23","0","0","17206","6516","573","67","23","0","0","17206","6516","573","67","23","0","0","17206","6516","573","67","23","0","0","17206","6516","573","67","23","0","0","17206","6516","573","67","23","0","0","17206","6516","573","67","23","0","0"
,"17207","6524","573","67","23","0","0","17207","6524","573","67","23","0","0","17207","6524","573","67","23","0","0","17207","6524","573","67","23","0","0","17207","6524","573","67","23","0","0","17207","6524","573","67","23","0","0","17207","6524","573","67","23","0","0","17207","6524","573","67","23","0","0","17207","6524","573","67","23","0","0","17207","6524","573","67","23","0","0"
,"17209","6534","575","67","23","0","0","17209","6534","575","67","23","0","0","17209","6534","575","67","23","0","0","17209","6534","575","67","23","0","0","17209","6534","575","67","23","0","0","17209","6534","575","67","23","0","0","17209","6534","575","67","23","0","0","17209","6534","575","67","23","0","0","17209","6534","575","67","23","0","0","17209","6534","575","67","23","0","0"
,"17210","6554","576","67","23","0","0","17210","6554","576","67","23","0","0","17210","6554","576","67","23","0","0","17210","6554","576","67","23","0","0","17210","6554","576","67","23","0","0","17210","6554","576","67","23","0","0","17210","6554","576","67","23","0","0","17210","6554","576","67","23","0","0","17210","6554","576","67","23","0","0","17210","6554","576","67","23","0","0"
,"17212","6566","580","67","23","0","0","17212","6566","580","67","23","0","0","17212","6566","580","67","23","0","0","17212","6566","580","67","23","0","0","17212","6566","580","67","23","0","0","17212","6566","580","67","23","0","0","17212","6566","580","67","23","0","0","17212","6566","580","67","23","0","0","17212","6566","580","67","23","0","0","17212","6566","580","67","23","0","0"
,"17212","6575","583","67","23","0","0","17212","6575","583","67","23","0","0","17212","6575","583","67","23","0","0","17212","6575","583","67","23","0","0","17212","6575","583","67","23","0","0","17212","6575","583","67","23","0","0","17212","6575","583","67","23","0","0","17212","6575","583","67","23","0","0","17212","6575","583","67","23","0","0","17212","6575","583","67","23","0","0"
,"17214","6578","586","67","23","0","0","17214","6578","586","67","23","0","0","17214","6578","586","67","23","0","0","17214","6578","586","67","23","0","0","17214","6578","586","67","23","0","0","17214","6578","586","67","23","0","0","17214","6578","586","67","23","0","0","17214","6578","586","67","23","0","0","17214","6578","586","67","23","0","0","17214","6578","586","67","23","0","0"
,"17214","6589","591","67","23","0","0","17214","6589","591","67","23","0","0","17214","6589","591","67","23","0","0","17214","6589","591","67","23","0","0","17214","6589","591","67","23","0","0","17214","6589","591","67","23","0","0","17214","6589","591","67","23","0","0","17214","6589","591","67","23","0","0","17214","6589","591","67","23","0","0","17214","6589","591","67","23","0","0"
,"17214","6593","595","67","23","0","0","17214","6593","595","67","23","0","0","17214","6593","595","67","23","0","0","17214","6593","595","67","23","0","0","17214","6593","595","67","23","0","0","17214","6593","595","67","23","0","0","17214","6593","595","67","23","0","0","17214","6593","595","67","23","0","0","17214","6593","595","67","23","0","0","17214","6593","595","67","23","0","0"
,"17217","6602","600","67","23","0","0","17217","6602","600","67","23","0","0","17217","6602","600","67","23","0","0","17217","6602","600","67","23","0","0","17217","6602","600","67","23","0","0","17217","6602","600","67","23","0","0","17217","6602","600","67","23","0","0","17217","6602","600","67","23","0","0","17217","6602","600","67","23","0","0","17217","6602","600","67","23","0","0"
,"17217","6607","601","68","23","0","0","17217","6607","601","68","23","0","0","17217","6607","601","68","23","0","0","17217","6607","601","68","23","0","0","17217","6607","601","68","23","0","0","17217","6607","601","68","23","0","0","17217","6607","601","68","23","0","0","17217","6607","601","68","23","0","0","17217","6607","601","68","23","0","0","17217","6607","601","68","23","0","0"
,"17217","6615","604","68","23","0","0","17217","6615","604","68","23","0","0","17217","6615","604","68","23","0","0","17217","6615","604","68","23","0","0","17217","6615","604","68","23","0","0","17217","6615","604","68","23","0","0","17217","6615","604","68","23","0","0","17217","6615","604","68","23","0","0","17217","6615","604","68","23","0","0","17217","6615","604","68","23","0","0"
,"17217","6620","607","68","23","0","0","17217","6620","607","68","23","0","0","17217","6620","607","68","23","0","0","17217","6620","607","68","23","0","0","17217","6620","607","68","23","0","0","17217","6620","607","68","23","0","0","17217","6620","607","68","23","0","0","17217","6620","607","68","23","0","0","17217","6620","607","68","23","0","0","17217","6620","607","68","23","0","0"
,"17218","6625","609","68","23","0","0","17218","6625","609","68","23","0","0","17218","6625","609","68","23","0","0","17218","6625","609","68","23","0","0","17218","6625","609","68","23","0","0","17218","6625","609","68","23","0","0","17218","6625","609","68","23","0","0","17218","6625","609","68","23","0","0","17218","6625","609","68","23","0","0","17218","6625","609","68","23","0","0"
,"17218","6633","610","68","23","0","0","17218","6633","610","68","23","0","0","17218","6633","610","68","23","0","0","17218","6633","610","68","23","0","0","17218","6633","610","68","23","0","0","17218","6633","610","68","23","0","0","17218","6633","610","68","23","0","0","17218","6633","610","68","23","0","0","17218","6633","610","68","23","0","0","17218","6633","610","68","23","0","0"
,"17219","6638","612","68","23","0","0","17219","6638","612","68","23","0","0","17219","6638","612","68","23","0","0","17219","6638","612","68","23","0","0","17219","6638","612","68","23","0","0","17219","6638","612","68","23","0","0","17219","6638","612","68","23","0","0","17219","6638","612","68","23","0","0","17219","6638","612","68","23","0","0","17219","6638","612","68","23","0","0"
,"17220","6640","613","68","23","0","0","17220","6640","613","68","23","0","0","17220","6640","613","68","23","0","0","17220","6640","613","68","23","0","0","17220","6640","613","68","23","0","0","17220","6640","613","68","23","0","0","17220","6640","613","68","23","0","0","17220","6640","613","68","23","0","0","17220","6640","613","68","23","0","0","17220","6640","613","68","23","0","0"
,"17221","6643","613","68","23","0","0","17221","6643","613","68","23","0","0","17221","6643","613","68","23","0","0","17221","6643","613","68","23","0","0","17221","6643","613","68","23","0","0","17221","6643","613","68","23","0","0","17221","6643","613","68","23","0","0","17221","6643","613","68","23","0","0","17221","6643","613","68","23","0","0","17221","6643","613","68","23","0","0"
,"17221","6651","615","68","23","0","0","17221","6651","615","68","23","0","0","17221","6651","615","68","23","0","0","17221","6651","615","68","23","0","0","17221","6651","615","68","23","0","0","17221","6651","615","68","23","0","0","17221","6651","615","68","23","0","0","17221","6651","615","68","23","0","0","17221","6651","615","68","23","0","0","17221","6651","615","68","23","0","0"
,"17222","6652","618","68","23","0","0","17222","6652","618","68","23","0","0","17222","6652","618","68","23","0","0","17222","6652","618","68","23","0","0","17222","6652","618","68","23","0","0","17222","6652","618","68","23","0","0","17222","6652","618","68","23","0","0","17222","6652","618","68","23","0","0","17222","6652","618","68","23","0","0","17222","6652","618","68","23","0","0"
,"17222","6654","621","68","23","0","0","17222","6654","621","68","23","0","0","17222","6654","621","68","23","0","0","17222","6654","621","68","23","0","0","17222","6654","621","68","23","0","0","17222","6654","621","68","23","0","0","17222","6654","621","68","23","0","0","17222","6654","621","68","23","0","0","17222","6654","621","68","23","0","0","17222","6654","621","68","23","0","0"
,"17222","6657","623","68","23","0","0","17222","6657","623","68","23","0","0","17222","6657","623","68","23","0","0","17222","6657","623","68","23","0","0","17222","6657","623","68","23","0","0","17222","6657","623","68","23","0","0","17222","6657","623","68","23","0","0","17222","6657","623","68","23","0","0","17222","6657","623","68","23","0","0","17222","6657","623","68","23","0","0"
,"17222","6660","624","68","23","0","0","17222","6660","624","68","23","0","0","17222","6660","624","68","23","0","0","17222","6660","624","68","23","0","0","17222","6660","624","68","23","0","0","17222","6660","624","68","23","0","0","17222","6660","624","68","23","0","0","17222","6660","624","68","23","0","0","17222","6660","624","68","23","0","0","17222","6660","624","68","23","0","0"
,"17222","6664","625","68","23","0","0","17222","6664","625","68","23","0","0","17222","6664","625","68","23","0","0","17222","6664","625","68","23","0","0","17222","6664","625","68","23","0","0","17222","6664","625","68","23","0","0","17222","6664","625","68","23","0","0","17222","6664","625","68","23","0","0","17222","6664","625","68","23","0","0","17222","6664","625","68","23","0","0"
,"17222","6667","626","68","23","0","0","17222","6667","626","68","23","0","0","17222","6667","626","68","23","0","0","17222","6667","626","68","23","0","0","17222","6667","626","68","23","0","0","17222","6667","626","68","23","0","0","17222","6667","626","68","23","0","0","17222","6667","626","68","23","0","0","17222","6667","626","68","23","0","0","17222","6667","626","68","23","0","0"
,"17222","6671","627","68","23","0","0","17222","6671","627","68","23","0","0","17222","6671","627","68","23","0","0","17222","6671","627","68","23","0","0","17222","6671","627","68","23","0","0","17222","6671","627","68","23","0","0","17222","6671","627","68","23","0","0","17222","6671","627","68","23","0","0","17222","6671","627","68","23","0","0","17222","6671","627","68","23","0","0"
,"17222","6672","628","68","23","0","0","17222","6672","628","68","23","0","0","17222","6672","628","68","23","0","0","17222","6672","628","68","23","0","0","17222","6672","628","68","23","0","0","17222","6672","628","68","23","0","0","17222","6672","628","68","23","0","0","17222","6672","628","68","23","0","0","17222","6672","628","68","23","0","0","17222","6672","628","68","23","0","0"
,"17222","6676","630","68","23","0","0","17222","6676","630","68","23","0","0","17222","6676","630","68","23","0","0","17222","6676","630","68","23","0","0","17222","6676","630","68","23","0","0","17222","6676","630","68","23","0","0","17222","6676","630","68","23","0","0","17222","6676","630","68","23","0","0","17222","6676","630","68","23","0","0","17222","6676","630","68","23","0","0"
,"17222","6680","631","68","23","0","0","17222","6680","631","68","23","0","0","17222","6680","631","68","23","0","0","17222","6680","631","68","23","0","0","17222","6680","631","68","23","0","0","17222","6680","631","68","23","0","0","17222","6680","631","68","23","0","0","17222","6680","631","68","23","0","0","17222","6680","631","68","23","0","0","17222","6680","631","68","23","0","0"
,"17222","6681","635","69","23","0","0","17222","6681","635","69","23","0","0","17222","6681","635","69","23","0","0","17222","6681","635","69","23","0","0","17222","6681","635","69","23","0","0","17222","6681","635","69","23","0","0","17222","6681","635","69","23","0","0","17222","6681","635","69","23","0","0","17222","6681","635","69","23","0","0","17222","6681","635","69","23","0","0"
,"17222","6684","635","69","23","0","0","17222","6684","635","69","23","0","0","17222","6684","635","69","23","0","0","17222","6684","635","69","23","0","0","17222","6684","635","69","23","0","0","17222","6684","635","69","23","0","0","17222","6684","635","69","23","0","0","17222","6684","635","69","23","0","0","17222","6684","635","69","23","0","0","17222","6684","635","69","23","0","0"
,"17222","6684","637","69","23","0","0","17222","6684","637","69","23","0","0","17222","6684","637","69","23","0","0","17222","6684","637","69","23","0","0","17222","6684","637","69","23","0","0","17222","6684","637","69","23","0","0","17222","6684","637","69","23","0","0","17222","6684","637","69","23","0","0","17222","6684","637","69","23","0","0","17222","6684","637","69","23","0","0"
,"17222","6685","639","69","23","0","0","17222","6685","639","69","23","0","0","17222","6685","639","69","23","0","0","17222","6685","639","69","23","0","0","17222","6685","639","69","23","0","0","17222","6685","639","69","23","0","0","17222","6685","639","69","23","0","0","17222","6685","639","69","23","0","0","17222","6685","639","69","23","0","0","17222","6685","639","69","23","0","0"
,"17222","6685","645","69","23","0","0","17222","6685","645","69","23","0","0","17222","6685","645","69","23","0","0","17222","6685","645","69","23","0","0","17222","6685","645","69","23","0","0","17222","6685","645","69","23","0","0","17222","6685","645","69","23","0","0","17222","6685","645","69","23","0","0","17222","6685","645","69","23","0","0","17222","6685","645","69","23","0","0"
,"17222","6689","646","69","23","0","0","17222","6689","646","69","23","0","0","17222","6689","646","69","23","0","0","17222","6689","646","69","23","0","0","17222","6689","646","69","23","0","0","17222","6689","646","69","23","0","0","17222","6689","646","69","23","0","0","17222","6689","646","69","23","0","0","17222","6689","646","69","23","0","0","17222","6689","646","69","23","0","0"
,"17223","6690","649","69","23","0","0","17223","6690","649","69","23","0","0","17223","6690","649","69","23","0","0","17223","6690","649","69","23","0","0","17223","6690","649","69","23","0","0","17223","6690","649","69","23","0","0","17223","6690","649","69","23","0","0","17223","6690","649","69","23","0","0","17223","6690","649","69","23","0","0","17223","6690","649","69","23","0","0"
,"17224","6693","649","69","23","0","0","17224","6693","649","69","23","0","0","17224","6693","649","69","23","0","0","17224","6693","649","69","23","0","0","17224","6693","649","69","23","0","0","17224","6693","649","69","23","0","0","17224","6693","649","69","23","0","0","17224","6693","649","69","23","0","0","17224","6693","649","69","23","0","0","17224","6693","649","69","23","0","0"
,"17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0"
,"17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0","17224","6697","651","69","23","0","0"
,"17225","6697","653","70","23","0","0","17225","6697","653","70","23","0","0","17225","6697","653","70","23","0","0","17225","6697","653","70","23","0","0","17225","6697","653","70","23","0","0","17225","6697","653","70","23","0","0","17225","6697","653","70","23","0","0","17225","6697","653","70","23","0","0","17225","6697","653","70","23","0","0","17225","6697","653","70","23","0","0"
,"17225","6698","653","70","23","0","0","17225","6698","653","70","23","0","0","17225","6698","653","70","23","0","0","17225","6698","653","70","23","0","0","17225","6698","653","70","23","0","0","17225","6698","653","70","23","0","0","17225","6698","653","70","23","0","0","17225","6698","653","70","23","0","0","17225","6698","653","70","23","0","0","17225","6698","653","70","23","0","0"
,"17225","6700","655","71","23","0","0","17225","6700","655","71","23","0","0","17225","6700","655","71","23","0","0","17225","6700","655","71","23","0","0","17225","6700","655","71","23","0","0","17225","6700","655","71","23","0","0","17225","6700","655","71","23","0","0","17225","6700","655","71","23","0","0","17225","6700","655","71","23","0","0","17225","6700","655","71","23","0","0"
,"17225","6700","656","71","23","0","0","17225","6700","656","71","23","0","0","17225","6700","656","71","23","0","0","17225","6700","656","71","23","0","0","17225","6700","656","71","23","0","0","17225","6700","656","71","23","0","0","17225","6700","656","71","23","0","0","17225","6700","656","71","23","0","0","17225","6700","656","71","23","0","0","17225","6700","656","71","23","0","0"
,"17225","6701","656","71","23","0","0","17225","6701","656","71","23","0","0","17225","6701","656","71","23","0","0","17225","6701","656","71","23","0","0","17225","6701","656","71","23","0","0","17225","6701","656","71","23","0","0","17225","6701","656","71","23","0","0","17225","6701","656","71","23","0","0","17225","6701","656","71","23","0","0","17225","6701","656","71","23","0","0"
,"17226","6702","658","71","23","0","0","17226","6702","658","71","23","0","0","17226","6702","658","71","23","0","0","17226","6702","658","71","23","0","0","17226","6702","658","71","23","0","0","17226","6702","658","71","23","0","0","17226","6702","658","71","23","0","0","17226","6702","658","71","23","0","0","17226","6702","658","71","23","0","0","17226","6702","658","71","23","0","0"
,"17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0"
,"17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0","17226","6703","664","71","23","0","0"
,"17226","6704","665","71","23","0","0","17226","6704","665","71","23","0","0","17226","6704","665","71","23","0","0","17226","6704","665","71","23","0","0","17226","6704","665","71","23","0","0","17226","6704","665","71","23","0","0","17226","6704","665","71","23","0","0","17226","6704","665","71","23","0","0","17226","6704","665","71","23","0","0","17226","6704","665","71","23","0","0"
,"17226","6705","669","71","23","0","0","17226","6705","669","71","23","0","0","17226","6705","669","71","23","0","0","17226","6705","669","71","23","0","0","17226","6705","669","71","23","0","0","17226","6705","669","71","23","0","0","17226","6705","669","71","23","0","0","17226","6705","669","71","23","0","0","17226","6705","669","71","23","0","0","17226","6705","669","71","23","0","0"
,"17226","6708","670","71","23","0","0","17226","6708","670","71","23","0","0","17226","6708","670","71","23","0","0","17226","6708","670","71","23","0","0","17226","6708","670","71","23","0","0","17226","6708","670","71","23","0","0","17226","6708","670","71","23","0","0","17226","6708","670","71","23","0","0","17226","6708","670","71","23","0","0","17226","6708","670","71","23","0","0"
,"17226","6709","670","71","23","0","0","17226","6709","670","71","23","0","0","17226","6709","670","71","23","0","0","17226","6709","670","71","23","0","0","17226","6709","670","71","23","0","0","17226","6709","670","71","23","0","0","17226","6709","670","71","23","0","0","17226","6709","670","71","23","0","0","17226","6709","670","71","23","0","0","17226","6709","670","71","23","0","0"
,"17226","6710","673","71","23","0","0","17226","6710","673","71","23","0","0","17226","6710","673","71","23","0","0","17226","6710","673","71","23","0","0","17226","6710","673","71","23","0","0","17226","6710","673","71","23","0","0","17226","6710","673","71","23","0","0","17226","6710","673","71","23","0","0","17226","6710","673","71","23","0","0","17226","6710","673","71","23","0","0"
,"17226","6712","674","71","23","0","0","17226","6712","674","71","23","0","0","17226","6712","674","71","23","0","0","17226","6712","674","71","23","0","0","17226","6712","674","71","23","0","0","17226","6712","674","71","23","0","0","17226","6712","674","71","23","0","0","17226","6712","674","71","23","0","0","17226","6712","674","71","23","0","0","17226","6712","674","71","23","0","0"
,"17226","6714","675","71","23","0","0","17226","6714","675","71","23","0","0","17226","6714","675","71","23","0","0","17226","6714","675","71","23","0","0","17226","6714","675","71","23","0","0","17226","6714","675","71","23","0","0","17226","6714","675","71","23","0","0","17226","6714","675","71","23","0","0","17226","6714","675","71","23","0","0","17226","6714","675","71","23","0","0"
,"17226","6716","676","71","23","0","0","17226","6716","676","71","23","0","0","17226","6716","676","71","23","0","0","17226","6716","676","71","23","0","0","17226","6716","676","71","23","0","0","17226","6716","676","71","23","0","0","17226","6716","676","71","23","0","0","17226","6716","676","71","23","0","0","17226","6716","676","71","23","0","0","17226","6716","676","71","23","0","0"
,"17226","6716","677","71","23","0","0","17226","6716","677","71","23","0","0","17226","6716","677","71","23","0","0","17226","6716","677","71","23","0","0","17226","6716","677","71","23","0","0","17226","6716","677","71","23","0","0","17226","6716","677","71","23","0","0","17226","6716","677","71","23","0","0","17226","6716","677","71","23","0","0","17226","6716","677","71","23","0","0"
,"17226","6718","679","71","23","0","0","17226","6718","679","71","23","0","0","17226","6718","679","71","23","0","0","17226","6718","679","71","23","0","0","17226","6718","679","71","23","0","0","17226","6718","679","71","23","0","0","17226","6718","679","71","23","0","0","17226","6718","679","71","23","0","0","17226","6718","679","71","23","0","0","17226","6718","679","71","23","0","0"
,"17227","6720","681","71","23","0","0","17227","6720","681","71","23","0","0","17227","6720","681","71","23","0","0","17227","6720","681","71","23","0","0","17227","6720","681","71","23","0","0","17227","6720","681","71","23","0","0","17227","6720","681","71","23","0","0","17227","6720","681","71","23","0","0","17227","6720","681","71","23","0","0","17227","6720","681","71","23","0","0"
,"17228","6720","681","71","23","0","0","17228","6720","681","71","23","0","0","17228","6720","681","71","23","0","0","17228","6720","681","71","23","0","0","17228","6720","681","71","23","0","0","17228","6720","681","71","23","0","0","17228","6720","681","71","23","0","0","17228","6720","681","71","23","0","0","17228","6720","681","71","23","0","0","17228","6720","681","71","23","0","0"
,"17228","6722","683","71","23","0","0","17228","6722","683","71","23","0","0","17228","6722","683","71","23","0","0","17228","6722","683","71","23","0","0","17228","6722","683","71","23","0","0","17228","6722","683","71","23","0","0","17228","6722","683","71","23","0","0","17228","6722","683","71","23","0","0","17228","6722","683","71","23","0","0","17228","6722","683","71","23","0","0"
,"17228","6724","686","72","23","0","0","17228","6724","686","72","23","0","0","17228","6724","686","72","23","0","0","17228","6724","686","72","23","0","0","17228","6724","686","72","23","0","0","17228","6724","686","72","23","0","0","17228","6724","686","72","23","0","0","17228","6724","686","72","23","0","0","17228","6724","686","72","23","0","0","17228","6724","686","72","23","0","0"
,"17228","6725","687","73","23","0","0","17228","6725","687","73","23","0","0","17228","6725","687","73","23","0","0","17228","6725","687","73","23","0","0","17228","6725","687","73","23","0","0","17228","6725","687","73","23","0","0","17228","6725","687","73","23","0","0","17228","6725","687","73","23","0","0","17228","6725","687","73","23","0","0","17228","6725","687","73","23","0","0"
,"17228","6726","689","73","23","0","0","17228","6726","689","73","23","0","0","17228","6726","689","73","23","0","0","17228","6726","689","73","23","0","0","17228","6726","689","73","23","0","0","17228","6726","689","73","23","0","0","17228","6726","689","73","23","0","0","17228","6726","689","73","23","0","0","17228","6726","689","73","23","0","0","17228","6726","689","73","23","0","0"
,"17228","6726","690","74","23","0","0","17228","6726","690","74","23","0","0","17228","6726","690","74","23","0","0","17228","6726","690","74","23","0","0","17228","6726","690","74","23","0","0","17228","6726","690","74","23","0","0","17228","6726","690","74","23","0","0","17228","6726","690","74","23","0","0","17228","6726","690","74","23","0","0","17228","6726","690","74","23","0","0"
,"17228","6728","693","74","23","0","0","17228","6728","693","74","23","0","0","17228","6728","693","74","23","0","0","17228","6728","693","74","23","0","0","17228","6728","693","74","23","0","0","17228","6728","693","74","23","0","0","17228","6728","693","74","23","0","0","17228","6728","693","74","23","0","0","17228","6728","693","74","23","0","0","17228","6728","693","74","23","0","0"
,"17228","6731","696","74","23","0","0","17228","6731","696","74","23","0","0","17228","6731","696","74","23","0","0","17228","6731","696","74","23","0","0","17228","6731","696","74","23","0","0","17228","6731","696","74","23","0","0","17228","6731","696","74","23","0","0","17228","6731","696","74","23","0","0","17228","6731","696","74","23","0","0","17228","6731","696","74","23","0","0"
,"17228","6731","697","74","23","0","0","17228","6731","697","74","23","0","0","17228","6731","697","74","23","0","0","17228","6731","697","74","23","0","0","17228","6731","697","74","23","0","0","17228","6731","697","74","23","0","0","17228","6731","697","74","23","0","0","17228","6731","697","74","23","0","0","17228","6731","697","74","23","0","0","17228","6731","697","74","23","0","0"
,"17228","6733","697","75","23","0","0","17228","6733","697","75","23","0","0","17228","6733","697","75","23","0","0","17228","6733","697","75","23","0","0","17228","6733","697","75","23","0","0","17228","6733","697","75","23","0","0","17228","6733","697","75","23","0","0","17228","6733","697","75","23","0","0","17228","6733","697","75","23","0","0","17228","6733","697","75","23","0","0"
,"17228","6735","697","75","23","0","0","17228","6735","697","75","23","0","0","17228","6735","697","75","23","0","0","17228","6735","697","75","23","0","0","17228","6735","697","75","23","0","0","17228","6735","697","75","23","0","0","17228","6735","697","75","23","0","0","17228","6735","697","75","23","0","0","17228","6735","697","75","23","0","0","17228","6735","697","75","23","0","0"
,"17228","6735","698","75","23","0","0","17228","6735","698","75","23","0","0","17228","6735","698","75","23","0","0","17228","6735","698","75","23","0","0","17228","6735","698","75","23","0","0","17228","6735","698","75","23","0","0","17228","6735","698","75","23","0","0","17228","6735","698","75","23","0","0","17228","6735","698","75","23","0","0","17228","6735","698","75","23","0","0"
,"17228","6737","699","75","23","0","0","17228","6737","699","75","23","0","0","17228","6737","699","75","23","0","0","17228","6737","699","75","23","0","0","17228","6737","699","75","23","0","0","17228","6737","699","75","23","0","0","17228","6737","699","75","23","0","0","17228","6737","699","75","23","0","0","17228","6737","699","75","23","0","0","17228","6737","699","75","23","0","0"
,"17228","6739","701","75","23","0","0","17228","6739","701","75","23","0","0","17228","6739","701","75","23","0","0","17228","6739","701","75","23","0","0","17228","6739","701","75","23","0","0","17228","6739","701","75","23","0","0","17228","6739","701","75","23","0","0","17228","6739","701","75","23","0","0","17228","6739","701","75","23","0","0","17228","6739","701","75","23","0","0"
,"17228","6740","701","75","23","0","0","17228","6740","701","75","23","0","0","17228","6740","701","75","23","0","0","17228","6740","701","75","23","0","0","17228","6740","701","75","23","0","0","17228","6740","701","75","23","0","0","17228","6740","701","75","23","0","0","17228","6740","701","75","23","0","0","17228","6740","701","75","23","0","0","17228","6740","701","75","23","0","0"
,"17228","6742","702","75","23","0","0","17228","6742","702","75","23","0","0","17228","6742","702","75","23","0","0","17228","6742","702","75","23","0","0","17228","6742","702","75","23","0","0","17228","6742","702","75","23","0","0","17228","6742","702","75","23","0","0","17228","6742","702","75","23","0","0","17228","6742","702","75","23","0","0","17228","6742","702","75","23","0","0"
,"17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0"
,"17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0","17228","6743","702","75","23","0","0"
,"17228","6743","704","75","23","0","0","17228","6743","704","75","23","0","0","17228","6743","704","75","23","0","0","17228","6743","704","75","23","0","0","17228","6743","704","75","23","0","0","17228","6743","704","75","23","0","0","17228","6743","704","75","23","0","0","17228","6743","704","75","23","0","0","17228","6743","704","75","23","0","0","17228","6743","704","75","23","0","0"
,"17228","6744","704","75","23","0","0","17228","6744","704","75","23","0","0","17228","6744","704","75","23","0","0","17228","6744","704","75","23","0","0","17228","6744","704","75","23","0","0","17228","6744","704","75","23","0","0","17228","6744","704","75","23","0","0","17228","6744","704","75","23","0","0","17228","6744","704","75","23","0","0","17228","6744","704","75","23","0","0"
