"[reporter]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]","il0","il1","il2","il3","il4","il5","count people with [dead]"
,"15493","4105","265","47","22","0","0","15493","4105","265","47","22","0","0","15493","4105","265","47","22","0","0","15493","4105","265","47","22","0","0","15493","4105","265","47","22","0","0","15493","4105","265","47","22","0","0","15493","4105","265","47","22","0","0","15493","4105","265","47","22","0","0","15493","4105","265","47","22","0","0","15493","4105","265","47","22","0","0"
,"15608","4169","265","48","22","0","0","15608","4169","265","48","22","0","0","15608","4169","265","48","22","0","0","15608","4169","265","48","22","0","0","15608","4169","265","48","22","0","0","15608","4169","265","48","22","0","0","15608","4169","265","48","22","0","0","15608","4169","265","48","22","0","0","15608","4169","265","48","22","0","0","15608","4169","265","48","22","0","0"
,"15706","4246","271","48","22","0","0","15706","4246","271","48","22","0","0","15706","4246","271","48","22","0","0","15706","4246","271","48","22","0","0","15706","4246","271","48","22","0","0","15706","4246","271","48","22","0","0","15706","4246","271","48","22","0","0","15706","4246","271","48","22","0","0","15706","4246","271","48","22","0","0","15706","4246","271","48","22","0","0"
,"15816","4310","275","48","22","0","0","15816","4310","275","48","22","0","0","15816","4310","275","48","22","0","0","15816","4310","275","48","22","0","0","15816","4310","275","48","22","0","0","15816","4310","275","48","22","0","0","15816","4310","275","48","22","0","0","15816","4310","275","48","22","0","0","15816","4310","275","48","22","0","0","15816","4310","275","48","22","0","0"
,"15911","4380","277","48","22","0","0","15911","4380","277","48","22","0","0","15911","4380","277","48","22","0","0","15911","4380","277","48","22","0","0","15911","4380","277","48","22","0","0","15911","4380","277","48","22","0","0","15911","4380","277","48","22","0","0","15911","4380","277","48","22","0","0","15911","4380","277","48","22","0","0","15911","4380","277","48","22","0","0"
,"16023","4455","283","48","22","0","0","16023","4455","283","48","22","0","0","16023","4455","283","48","22","0","0","16023","4455","283","48","22","0","0","16023","4455","283","48","22","0","0","16023","4455","283","48","22","0","0","16023","4455","283","48","22","0","0","16023","4455","283","48","22","0","0","16023","4455","283","48","22","0","0","16023","4455","283","48","22","0","0"
,"16115","4531","288","48","22","0","0","16115","4531","288","48","22","0","0","16115","4531","288","48","22","0","0","16115","4531","288","48","22","0","0","16115","4531","288","48","22","0","0","16115","4531","288","48","22","0","0","16115","4531","288","48","22","0","0","16115","4531","288","48","22","0","0","16115","4531","288","48","22","0","0","16115","4531","288","48","22","0","0"
,"16206","4612","299","49","22","0","0","16206","4612","299","49","22","0","0","16206","4612","299","49","22","0","0","16206","4612","299","49","22","0","0","16206","4612","299","49","22","0","0","16206","4612","299","49","22","0","0","16206","4612","299","49","22","0","0","16206","4612","299","49","22","0","0","16206","4612","299","49","22","0","0","16206","4612","299","49","22","0","0"
,"16291","4711","304","49","22","0","0","16291","4711","304","49","22","0","0","16291","4711","304","49","22","0","0","16291","4711","304","49","22","0","0","16291","4711","304","49","22","0","0","16291","4711","304","49","22","0","0","16291","4711","304","49","22","0","0","16291","4711","304","49","22","0","0","16291","4711","304","49","22","0","0","16291","4711","304","49","22","0","0"
,"16356","4801","311","50","22","0","0","16356","4801","311","50","22","0","0","16356","4801","311","50","22","0","0","16356","4801","311","50","22","0","0","16356","4801","311","50","22","0","0","16356","4801","311","50","22","0","0","16356","4801","311","50","22","0","0","16356","4801","311","50","22","0","0","16356","4801","311","50","22","0","0","16356","4801","311","50","22","0","0"
,"16411","4887","317","50","22","0","0","16411","4887","317","50","22","0","0","16411","4887","317","50","22","0","0","16411","4887","317","50","22","0","0","16411","4887","317","50","22","0","0","16411","4887","317","50","22","0","0","16411","4887","317","50","22","0","0","16411","4887","317","50","22","0","0","16411","4887","317","50","22","0","0","16411","4887","317","50","22","0","0"
,"16483","4958","321","51","22","0","0","16483","4958","321","51","22","0","0","16483","4958","321","51","22","0","0","16483","4958","321","51","22","0","0","16483","4958","321","51","22","0","0","16483","4958","321","51","22","0","0","16483","4958","321","51","22","0","0","16483","4958","321","51","22","0","0","16483","4958","321","51","22","0","0","16483","4958","321","51","22","0","0"
,"16543","5034","324","51","22","0","0","16543","5034","324","51","22","0","0","16543","5034","324","51","22","0","0","16543","5034","324","51","22","0","0","16543","5034","324","51","22","0","0","16543","5034","324","51","22","0","0","16543","5034","324","51","22","0","0","16543","5034","324","51","22","0","0","16543","5034","324","51","22","0","0","16543","5034","324","51","22","0","0"
,"16594","5100","332","53","22","0","0","16594","5100","332","53","22","0","0","16594","5100","332","53","22","0","0","16594","5100","332","53","22","0","0","16594","5100","332","53","22","0","0","16594","5100","332","53","22","0","0","16594","5100","332","53","22","0","0","16594","5100","332","53","22","0","0","16594","5100","332","53","22","0","0","16594","5100","332","53","22","0","0"
,"16641","5172","338","54","22","0","0","16641","5172","338","54","22","0","0","16641","5172","338","54","22","0","0","16641","5172","338","54","22","0","0","16641","5172","338","54","22","0","0","16641","5172","338","54","22","0","0","16641","5172","338","54","22","0","0","16641","5172","338","54","22","0","0","16641","5172","338","54","22","0","0","16641","5172","338","54","22","0","0"
,"16683","5233","342","54","22","0","0","16683","5233","342","54","22","0","0","16683","5233","342","54","22","0","0","16683","5233","342","54","22","0","0","16683","5233","342","54","22","0","0","16683","5233","342","54","22","0","0","16683","5233","342","54","22","0","0","16683","5233","342","54","22","0","0","16683","5233","342","54","22","0","0","16683","5233","342","54","22","0","0"
,"16725","5290","344","55","22","0","0","16725","5290","344","55","22","0","0","16725","5290","344","55","22","0","0","16725","5290","344","55","22","0","0","16725","5290","344","55","22","0","0","16725","5290","344","55","22","0","0","16725","5290","344","55","22","0","0","16725","5290","344","55","22","0","0","16725","5290","344","55","22","0","0","16725","5290","344","55","22","0","0"
,"16770","5337","353","56","22","0","0","16770","5337","353","56","22","0","0","16770","5337","353","56","22","0","0","16770","5337","353","56","22","0","0","16770","5337","353","56","22","0","0","16770","5337","353","56","22","0","0","16770","5337","353","56","22","0","0","16770","5337","353","56","22","0","0","16770","5337","353","56","22","0","0","16770","5337","353","56","22","0","0"
,"16794","5376","357","56","22","0","0","16794","5376","357","56","22","0","0","16794","5376","357","56","22","0","0","16794","5376","357","56","22","0","0","16794","5376","357","56","22","0","0","16794","5376","357","56","22","0","0","16794","5376","357","56","22","0","0","16794","5376","357","56","22","0","0","16794","5376","357","56","22","0","0","16794","5376","357","56","22","0","0"
,"16822","5422","366","56","22","0","0","16822","5422","366","56","22","0","0","16822","5422","366","56","22","0","0","16822","5422","366","56","22","0","0","16822","5422","366","56","22","0","0","16822","5422","366","56","22","0","0","16822","5422","366","56","22","0","0","16822","5422","366","56","22","0","0","16822","5422","366","56","22","0","0","16822","5422","366","56","22","0","0"
,"16862","5464","371","56","22","0","0","16862","5464","371","56","22","0","0","16862","5464","371","56","22","0","0","16862","5464","371","56","22","0","0","16862","5464","371","56","22","0","0","16862","5464","371","56","22","0","0","16862","5464","371","56","22","0","0","16862","5464","371","56","22","0","0","16862","5464","371","56","22","0","0","16862","5464","371","56","22","0","0"
,"16898","5521","378","56","22","0","0","16898","5521","378","56","22","0","0","16898","5521","378","56","22","0","0","16898","5521","378","56","22","0","0","16898","5521","378","56","22","0","0","16898","5521","378","56","22","0","0","16898","5521","378","56","22","0","0","16898","5521","378","56","22","0","0","16898","5521","378","56","22","0","0","16898","5521","378","56","22","0","0"
,"16935","5556","383","56","22","0","0","16935","5556","383","56","22","0","0","16935","5556","383","56","22","0","0","16935","5556","383","56","22","0","0","16935","5556","383","56","22","0","0","16935","5556","383","56","22","0","0","16935","5556","383","56","22","0","0","16935","5556","383","56","22","0","0","16935","5556","383","56","22","0","0","16935","5556","383","56","22","0","0"
,"16966","5598","389","57","22","0","0","16966","5598","389","57","22","0","0","16966","5598","389","57","22","0","0","16966","5598","389","57","22","0","0","16966","5598","389","57","22","0","0","16966","5598","389","57","22","0","0","16966","5598","389","57","22","0","0","16966","5598","389","57","22","0","0","16966","5598","389","57","22","0","0","16966","5598","389","57","22","0","0"
,"17008","5643","394","58","22","0","0","17008","5643","394","58","22","0","0","17008","5643","394","58","22","0","0","17008","5643","394","58","22","0","0","17008","5643","394","58","22","0","0","17008","5643","394","58","22","0","0","17008","5643","394","58","22","0","0","17008","5643","394","58","22","0","0","17008","5643","394","58","22","0","0","17008","5643","394","58","22","0","0"
,"17021","5681","398","58","22","0","0","17021","5681","398","58","22","0","0","17021","5681","398","58","22","0","0","17021","5681","398","58","22","0","0","17021","5681","398","58","22","0","0","17021","5681","398","58","22","0","0","17021","5681","398","58","22","0","0","17021","5681","398","58","22","0","0","17021","5681","398","58","22","0","0","17021","5681","398","58","22","0","0"
,"17045","5724","400","58","22","0","0","17045","5724","400","58","22","0","0","17045","5724","400","58","22","0","0","17045","5724","400","58","22","0","0","17045","5724","400","58","22","0","0","17045","5724","400","58","22","0","0","17045","5724","400","58","22","0","0","17045","5724","400","58","22","0","0","17045","5724","400","58","22","0","0","17045","5724","400","58","22","0","0"
,"17063","5755","401","58","22","0","0","17063","5755","401","58","22","0","0","17063","5755","401","58","22","0","0","17063","5755","401","58","22","0","0","17063","5755","401","58","22","0","0","17063","5755","401","58","22","0","0","17063","5755","401","58","22","0","0","17063","5755","401","58","22","0","0","17063","5755","401","58","22","0","0","17063","5755","401","58","22","0","0"
,"17078","5789","405","58","22","0","0","17078","5789","405","58","22","0","0","17078","5789","405","58","22","0","0","17078","5789","405","58","22","0","0","17078","5789","405","58","22","0","0","17078","5789","405","58","22","0","0","17078","5789","405","58","22","0","0","17078","5789","405","58","22","0","0","17078","5789","405","58","22","0","0","17078","5789","405","58","22","0","0"
,"17089","5814","407","58","22","0","0","17089","5814","407","58","22","0","0","17089","5814","407","58","22","0","0","17089","5814","407","58","22","0","0","17089","5814","407","58","22","0","0","17089","5814","407","58","22","0","0","17089","5814","407","58","22","0","0","17089","5814","407","58","22","0","0","17089","5814","407","58","22","0","0","17089","5814","407","58","22","0","0"
,"17096","5840","409","58","22","0","0","17096","5840","409","58","22","0","0","17096","5840","409","58","22","0","0","17096","5840","409","58","22","0","0","17096","5840","409","58","22","0","0","17096","5840","409","58","22","0","0","17096","5840","409","58","22","0","0","17096","5840","409","58","22","0","0","17096","5840","409","58","22","0","0","17096","5840","409","58","22","0","0"
,"17099","5860","411","59","22","0","0","17099","5860","411","59","22","0","0","17099","5860","411","59","22","0","0","17099","5860","411","59","22","0","0","17099","5860","411","59","22","0","0","17099","5860","411","59","22","0","0","17099","5860","411","59","22","0","0","17099","5860","411","59","22","0","0","17099","5860","411","59","22","0","0","17099","5860","411","59","22","0","0"
,"17103","5874","414","60","22","0","0","17103","5874","414","60","22","0","0","17103","5874","414","60","22","0","0","17103","5874","414","60","22","0","0","17103","5874","414","60","22","0","0","17103","5874","414","60","22","0","0","17103","5874","414","60","22","0","0","17103","5874","414","60","22","0","0","17103","5874","414","60","22","0","0","17103","5874","414","60","22","0","0"
,"17104","5886","416","60","22","0","0","17104","5886","416","60","22","0","0","17104","5886","416","60","22","0","0","17104","5886","416","60","22","0","0","17104","5886","416","60","22","0","0","17104","5886","416","60","22","0","0","17104","5886","416","60","22","0","0","17104","5886","416","60","22","0","0","17104","5886","416","60","22","0","0","17104","5886","416","60","22","0","0"
,"17106","5911","418","61","22","0","0","17106","5911","418","61","22","0","0","17106","5911","418","61","22","0","0","17106","5911","418","61","22","0","0","17106","5911","418","61","22","0","0","17106","5911","418","61","22","0","0","17106","5911","418","61","22","0","0","17106","5911","418","61","22","0","0","17106","5911","418","61","22","0","0","17106","5911","418","61","22","0","0"
,"17108","5925","421","62","22","0","0","17108","5925","421","62","22","0","0","17108","5925","421","62","22","0","0","17108","5925","421","62","22","0","0","17108","5925","421","62","22","0","0","17108","5925","421","62","22","0","0","17108","5925","421","62","22","0","0","17108","5925","421","62","22","0","0","17108","5925","421","62","22","0","0","17108","5925","421","62","22","0","0"
,"17110","5933","425","62","22","0","0","17110","5933","425","62","22","0","0","17110","5933","425","62","22","0","0","17110","5933","425","62","22","0","0","17110","5933","425","62","22","0","0","17110","5933","425","62","22","0","0","17110","5933","425","62","22","0","0","17110","5933","425","62","22","0","0","17110","5933","425","62","22","0","0","17110","5933","425","62","22","0","0"
,"17112","5949","428","62","22","0","0","17112","5949","428","62","22","0","0","17112","5949","428","62","22","0","0","17112","5949","428","62","22","0","0","17112","5949","428","62","22","0","0","17112","5949","428","62","22","0","0","17112","5949","428","62","22","0","0","17112","5949","428","62","22","0","0","17112","5949","428","62","22","0","0","17112","5949","428","62","22","0","0"
,"17115","5969","433","62","22","0","0","17115","5969","433","62","22","0","0","17115","5969","433","62","22","0","0","17115","5969","433","62","22","0","0","17115","5969","433","62","22","0","0","17115","5969","433","62","22","0","0","17115","5969","433","62","22","0","0","17115","5969","433","62","22","0","0","17115","5969","433","62","22","0","0","17115","5969","433","62","22","0","0"
,"17116","5987","435","62","22","0","0","17116","5987","435","62","22","0","0","17116","5987","435","62","22","0","0","17116","5987","435","62","22","0","0","17116","5987","435","62","22","0","0","17116","5987","435","62","22","0","0","17116","5987","435","62","22","0","0","17116","5987","435","62","22","0","0","17116","5987","435","62","22","0","0","17116","5987","435","62","22","0","0"
,"17119","5997","437","62","22","0","0","17119","5997","437","62","22","0","0","17119","5997","437","62","22","0","0","17119","5997","437","62","22","0","0","17119","5997","437","62","22","0","0","17119","5997","437","62","22","0","0","17119","5997","437","62","22","0","0","17119","5997","437","62","22","0","0","17119","5997","437","62","22","0","0","17119","5997","437","62","22","0","0"
,"17123","6011","440","62","22","0","0","17123","6011","440","62","22","0","0","17123","6011","440","62","22","0","0","17123","6011","440","62","22","0","0","17123","6011","440","62","22","0","0","17123","6011","440","62","22","0","0","17123","6011","440","62","22","0","0","17123","6011","440","62","22","0","0","17123","6011","440","62","22","0","0","17123","6011","440","62","22","0","0"
,"17127","6026","441","62","22","0","0","17127","6026","441","62","22","0","0","17127","6026","441","62","22","0","0","17127","6026","441","62","22","0","0","17127","6026","441","62","22","0","0","17127","6026","441","62","22","0","0","17127","6026","441","62","22","0","0","17127","6026","441","62","22","0","0","17127","6026","441","62","22","0","0","17127","6026","441","62","22","0","0"
,"17129","6040","443","62","22","0","0","17129","6040","443","62","22","0","0","17129","6040","443","62","22","0","0","17129","6040","443","62","22","0","0","17129","6040","443","62","22","0","0","17129","6040","443","62","22","0","0","17129","6040","443","62","22","0","0","17129","6040","443","62","22","0","0","17129","6040","443","62","22","0","0","17129","6040","443","62","22","0","0"
,"17131","6056","447","62","22","0","0","17131","6056","447","62","22","0","0","17131","6056","447","62","22","0","0","17131","6056","447","62","22","0","0","17131","6056","447","62","22","0","0","17131","6056","447","62","22","0","0","17131","6056","447","62","22","0","0","17131","6056","447","62","22","0","0","17131","6056","447","62","22","0","0","17131","6056","447","62","22","0","0"
,"17135","6059","448","62","22","0","0","17135","6059","448","62","22","0","0","17135","6059","448","62","22","0","0","17135","6059","448","62","22","0","0","17135","6059","448","62","22","0","0","17135","6059","448","62","22","0","0","17135","6059","448","62","22","0","0","17135","6059","448","62","22","0","0","17135","6059","448","62","22","0","0","17135","6059","448","62","22","0","0"
,"17138","6071","452","62","22","0","0","17138","6071","452","62","22","0","0","17138","6071","452","62","22","0","0","17138","6071","452","62","22","0","0","17138","6071","452","62","22","0","0","17138","6071","452","62","22","0","0","17138","6071","452","62","22","0","0","17138","6071","452","62","22","0","0","17138","6071","452","62","22","0","0","17138","6071","452","62","22","0","0"
,"17140","6079","456","62","22","0","0","17140","6079","456","62","22","0","0","17140","6079","456","62","22","0","0","17140","6079","456","62","22","0","0","17140","6079","456","62","22","0","0","17140","6079","456","62","22","0","0","17140","6079","456","62","22","0","0","17140","6079","456","62","22","0","0","17140","6079","456","62","22","0","0","17140","6079","456","62","22","0","0"
,"17142","6096","459","62","22","0","0","17142","6096","459","62","22","0","0","17142","6096","459","62","22","0","0","17142","6096","459","62","22","0","0","17142","6096","459","62","22","0","0","17142","6096","459","62","22","0","0","17142","6096","459","62","22","0","0","17142","6096","459","62","22","0","0","17142","6096","459","62","22","0","0","17142","6096","459","62","22","0","0"
,"17144","6109","465","62","22","0","0","17144","6109","465","62","22","0","0","17144","6109","465","62","22","0","0","17144","6109","465","62","22","0","0","17144","6109","465","62","22","0","0","17144","6109","465","62","22","0","0","17144","6109","465","62","22","0","0","17144","6109","465","62","22","0","0","17144","6109","465","62","22","0","0","17144","6109","465","62","22","0","0"
,"17146","6119","466","62","22","0","0","17146","6119","466","62","22","0","0","17146","6119","466","62","22","0","0","17146","6119","466","62","22","0","0","17146","6119","466","62","22","0","0","17146","6119","466","62","22","0","0","17146","6119","466","62","22","0","0","17146","6119","466","62","22","0","0","17146","6119","466","62","22","0","0","17146","6119","466","62","22","0","0"
,"17150","6130","468","63","22","0","0","17150","6130","468","63","22","0","0","17150","6130","468","63","22","0","0","17150","6130","468","63","22","0","0","17150","6130","468","63","22","0","0","17150","6130","468","63","22","0","0","17150","6130","468","63","22","0","0","17150","6130","468","63","22","0","0","17150","6130","468","63","22","0","0","17150","6130","468","63","22","0","0"
,"17152","6148","470","63","22","0","0","17152","6148","470","63","22","0","0","17152","6148","470","63","22","0","0","17152","6148","470","63","22","0","0","17152","6148","470","63","22","0","0","17152","6148","470","63","22","0","0","17152","6148","470","63","22","0","0","17152","6148","470","63","22","0","0","17152","6148","470","63","22","0","0","17152","6148","470","63","22","0","0"
,"17153","6158","473","63","22","0","0","17153","6158","473","63","22","0","0","17153","6158","473","63","22","0","0","17153","6158","473","63","22","0","0","17153","6158","473","63","22","0","0","17153","6158","473","63","22","0","0","17153","6158","473","63","22","0","0","17153","6158","473","63","22","0","0","17153","6158","473","63","22","0","0","17153","6158","473","63","22","0","0"
,"17155","6169","477","63","22","0","0","17155","6169","477","63","22","0","0","17155","6169","477","63","22","0","0","17155","6169","477","63","22","0","0","17155","6169","477","63","22","0","0","17155","6169","477","63","22","0","0","17155","6169","477","63","22","0","0","17155","6169","477","63","22","0","0","17155","6169","477","63","22","0","0","17155","6169","477","63","22","0","0"
,"17157","6176","480","63","22","0","0","17157","6176","480","63","22","0","0","17157","6176","480","63","22","0","0","17157","6176","480","63","22","0","0","17157","6176","480","63","22","0","0","17157","6176","480","63","22","0","0","17157","6176","480","63","22","0","0","17157","6176","480","63","22","0","0","17157","6176","480","63","22","0","0","17157","6176","480","63","22","0","0"
,"17157","6182","482","63","22","0","0","17157","6182","482","63","22","0","0","17157","6182","482","63","22","0","0","17157","6182","482","63","22","0","0","17157","6182","482","63","22","0","0","17157","6182","482","63","22","0","0","17157","6182","482","63","22","0","0","17157","6182","482","63","22","0","0","17157","6182","482","63","22","0","0","17157","6182","482","63","22","0","0"
,"17160","6199","486","63","22","0","0","17160","6199","486","63","22","0","0","17160","6199","486","63","22","0","0","17160","6199","486","63","22","0","0","17160","6199","486","63","22","0","0","17160","6199","486","63","22","0","0","17160","6199","486","63","22","0","0","17160","6199","486","63","22","0","0","17160","6199","486","63","22","0","0","17160","6199","486","63","22","0","0"
,"17162","6212","487","63","22","0","0","17162","6212","487","63","22","0","0","17162","6212","487","63","22","0","0","17162","6212","487","63","22","0","0","17162","6212","487","63","22","0","0","17162","6212","487","63","22","0","0","17162","6212","487","63","22","0","0","17162","6212","487","63","22","0","0","17162","6212","487","63","22","0","0","17162","6212","487","63","22","0","0"
,"17166","6219","488","63","22","0","0","17166","6219","488","63","22","0","0","17166","6219","488","63","22","0","0","17166","6219","488","63","22","0","0","17166","6219","488","63","22","0","0","17166","6219","488","63","22","0","0","17166","6219","488","63","22","0","0","17166","6219","488","63","22","0","0","17166","6219","488","63","22","0","0","17166","6219","488","63","22","0","0"
,"17168","6230","489","63","22","0","0","17168","6230","489","63","22","0","0","17168","6230","489","63","22","0","0","17168","6230","489","63","22","0","0","17168","6230","489","63","22","0","0","17168","6230","489","63","22","0","0","17168","6230","489","63","22","0","0","17168","6230","489","63","22","0","0","17168","6230","489","63","22","0","0","17168","6230","489","63","22","0","0"
,"17171","6239","491","63","22","0","0","17171","6239","491","63","22","0","0","17171","6239","491","63","22","0","0","17171","6239","491","63","22","0","0","17171","6239","491","63","22","0","0","17171","6239","491","63","22","0","0","17171","6239","491","63","22","0","0","17171","6239","491","63","22","0","0","17171","6239","491","63","22","0","0","17171","6239","491","63","22","0","0"
,"17173","6252","497","63","22","0","0","17173","6252","497","63","22","0","0","17173","6252","497","63","22","0","0","17173","6252","497","63","22","0","0","17173","6252","497","63","22","0","0","17173","6252","497","63","22","0","0","17173","6252","497","63","22","0","0","17173","6252","497","63","22","0","0","17173","6252","497","63","22","0","0","17173","6252","497","63","22","0","0"
,"17175","6261","501","64","22","0","0","17175","6261","501","64","22","0","0","17175","6261","501","64","22","0","0","17175","6261","501","64","22","0","0","17175","6261","501","64","22","0","0","17175","6261","501","64","22","0","0","17175","6261","501","64","22","0","0","17175","6261","501","64","22","0","0","17175","6261","501","64","22","0","0","17175","6261","501","64","22","0","0"
,"17176","6267","503","64","22","0","0","17176","6267","503","64","22","0","0","17176","6267","503","64","22","0","0","17176","6267","503","64","22","0","0","17176","6267","503","64","22","0","0","17176","6267","503","64","22","0","0","17176","6267","503","64","22","0","0","17176","6267","503","64","22","0","0","17176","6267","503","64","22","0","0","17176","6267","503","64","22","0","0"
,"17178","6278","505","64","22","0","0","17178","6278","505","64","22","0","0","17178","6278","505","64","22","0","0","17178","6278","505","64","22","0","0","17178","6278","505","64","22","0","0","17178","6278","505","64","22","0","0","17178","6278","505","64","22","0","0","17178","6278","505","64","22","0","0","17178","6278","505","64","22","0","0","17178","6278","505","64","22","0","0"
,"17179","6284","511","64","23","0","0","17179","6284","511","64","23","0","0","17179","6284","511","64","23","0","0","17179","6284","511","64","23","0","0","17179","6284","511","64","23","0","0","17179","6284","511","64","23","0","0","17179","6284","511","64","23","0","0","17179","6284","511","64","23","0","0","17179","6284","511","64","23","0","0","17179","6284","511","64","23","0","0"
,"17179","6294","511","64","23","0","0","17179","6294","511","64","23","0","0","17179","6294","511","64","23","0","0","17179","6294","511","64","23","0","0","17179","6294","511","64","23","0","0","17179","6294","511","64","23","0","0","17179","6294","511","64","23","0","0","17179","6294","511","64","23","0","0","17179","6294","511","64","23","0","0","17179","6294","511","64","23","0","0"
,"17180","6311","513","64","23","0","0","17180","6311","513","64","23","0","0","17180","6311","513","64","23","0","0","17180","6311","513","64","23","0","0","17180","6311","513","64","23","0","0","17180","6311","513","64","23","0","0","17180","6311","513","64","23","0","0","17180","6311","513","64","23","0","0","17180","6311","513","64","23","0","0","17180","6311","513","64","23","0","0"
,"17182","6319","516","64","23","0","0","17182","6319","516","64","23","0","0","17182","6319","516","64","23","0","0","17182","6319","516","64","23","0","0","17182","6319","516","64","23","0","0","17182","6319","516","64","23","0","0","17182","6319","516","64","23","0","0","17182","6319","516","64","23","0","0","17182","6319","516","64","23","0","0","17182","6319","516","64","23","0","0"
,"17184","6334","519","64","23","0","0","17184","6334","519","64","23","0","0","17184","6334","519","64","23","0","0","17184","6334","519","64","23","0","0","17184","6334","519","64","23","0","0","17184","6334","519","64","23","0","0","17184","6334","519","64","23","0","0","17184","6334","519","64","23","0","0","17184","6334","519","64","23","0","0","17184","6334","519","64","23","0","0"
,"17185","6341","520","65","23","0","0","17185","6341","520","65","23","0","0","17185","6341","520","65","23","0","0","17185","6341","520","65","23","0","0","17185","6341","520","65","23","0","0","17185","6341","520","65","23","0","0","17185","6341","520","65","23","0","0","17185","6341","520","65","23","0","0","17185","6341","520","65","23","0","0","17185","6341","520","65","23","0","0"
,"17185","6348","520","65","23","0","0","17185","6348","520","65","23","0","0","17185","6348","520","65","23","0","0","17185","6348","520","65","23","0","0","17185","6348","520","65","23","0","0","17185","6348","520","65","23","0","0","17185","6348","520","65","23","0","0","17185","6348","520","65","23","0","0","17185","6348","520","65","23","0","0","17185","6348","520","65","23","0","0"
,"17187","6364","525","65","23","0","0","17187","6364","525","65","23","0","0","17187","6364","525","65","23","0","0","17187","6364","525","65","23","0","0","17187","6364","525","65","23","0","0","17187","6364","525","65","23","0","0","17187","6364","525","65","23","0","0","17187","6364","525","65","23","0","0","17187","6364","525","65","23","0","0","17187","6364","525","65","23","0","0"
,"17189","6375","528","65","23","0","0","17189","6375","528","65","23","0","0","17189","6375","528","65","23","0","0","17189","6375","528","65","23","0","0","17189","6375","528","65","23","0","0","17189","6375","528","65","23","0","0","17189","6375","528","65","23","0","0","17189","6375","528","65","23","0","0","17189","6375","528","65","23","0","0","17189","6375","528","65","23","0","0"
,"17190","6387","530","65","23","0","0","17190","6387","530","65","23","0","0","17190","6387","530","65","23","0","0","17190","6387","530","65","23","0","0","17190","6387","530","65","23","0","0","17190","6387","530","65","23","0","0","17190","6387","530","65","23","0","0","17190","6387","530","65","23","0","0","17190","6387","530","65","23","0","0","17190","6387","530","65","23","0","0"
,"17191","6394","533","65","23","0","0","17191","6394","533","65","23","0","0","17191","6394","533","65","23","0","0","17191","6394","533","65","23","0","0","17191","6394","533","65","23","0","0","17191","6394","533","65","23","0","0","17191","6394","533","65","23","0","0","17191","6394","533","65","23","0","0","17191","6394","533","65","23","0","0","17191","6394","533","65","23","0","0"
,"17191","6403","537","65","23","0","0","17191","6403","537","65","23","0","0","17191","6403","537","65","23","0","0","17191","6403","537","65","23","0","0","17191","6403","537","65","23","0","0","17191","6403","537","65","23","0","0","17191","6403","537","65","23","0","0","17191","6403","537","65","23","0","0","17191","6403","537","65","23","0","0","17191","6403","537","65","23","0","0"
,"17191","6413","540","66","23","0","0","17191","6413","540","66","23","0","0","17191","6413","540","66","23","0","0","17191","6413","540","66","23","0","0","17191","6413","540","66","23","0","0","17191","6413","540","66","23","0","0","17191","6413","540","66","23","0","0","17191","6413","540","66","23","0","0","17191","6413","540","66","23","0","0","17191","6413","540","66","23","0","0"
,"17193","6417","545","66","23","0","0","17193","6417","545","66","23","0","0","17193","6417","545","66","23","0","0","17193","6417","545","66","23","0","0","17193","6417","545","66","23","0","0","17193","6417","545","66","23","0","0","17193","6417","545","66","23","0","0","17193","6417","545","66","23","0","0","17193","6417","545","66","23","0","0","17193","6417","545","66","23","0","0"
,"17193","6426","547","67","23","0","0","17193","6426","547","67","23","0","0","17193","6426","547","67","23","0","0","17193","6426","547","67","23","0","0","17193","6426","547","67","23","0","0","17193","6426","547","67","23","0","0","17193","6426","547","67","23","0","0","17193","6426","547","67","23","0","0","17193","6426","547","67","23","0","0","17193","6426","547","67","23","0","0"
,"17195","6437","547","67","23","0","0","17195","6437","547","67","23","0","0","17195","6437","547","67","23","0","0","17195","6437","547","67","23","0","0","17195","6437","547","67","23","0","0","17195","6437","547","67","23","0","0","17195","6437","547","67","23","0","0","17195","6437","547","67","23","0","0","17195","6437","547","67","23","0","0","17195","6437","547","67","23","0","0"
,"17197","6441","553","67","23","0","0","17197","6441","553","67","23","0","0","17197","6441","553","67","23","0","0","17197","6441","553","67","23","0","0","17197","6441","553","67","23","0","0","17197","6441","553","67","23","0","0","17197","6441","553","67","23","0","0","17197","6441","553","67","23","0","0","17197","6441","553","67","23","0","0","17197","6441","553","67","23","0","0"
,"17198","6447","557","67","23","0","0","17198","6447","557","67","23","0","0","17198","6447","557","67","23","0","0","17198","6447","557","67","23","0","0","17198","6447","557","67","23","0","0","17198","6447","557","67","23","0","0","17198","6447","557","67","23","0","0","17198","6447","557","67","23","0","0","17198","6447","557","67","23","0","0","17198","6447","557","67","23","0","0"
