"x","y"
"0","25"
"1","47"
"2","52"
"3","63"
"4","80"
"5","73"
"6","76"
"7","85"
"8","100"
"9","76"
"10","106"
"11","97"
"12","107"
"13","113"
"14","125"
"15","115"
"16","116"
"17","125"
"18","114"
"19","108"
"20","107"
"21","118"
"22","116"
"23","96"
"24","104"
"25","114"
"26","108"
"27","130"
"28","104"
"29","140"
"30","97"
"31","92"
"32","93"
"33","100"
"34","89"
"35","102"
"36","82"
"37","83"
"38","72"
"39","56"
"40","66"
"41","45"
"42","61"
"43","57"
"44","58"
"45","47"
"46","39"
"47","57"
"48","54"
"49","60"
"50","61"
"51","47"
"52","44"
"53","46"
"54","45"
"55","47"
"56","57"
"57","53"
"58","56"
"59","45"
"60","41"
"61","51"
"62","49"
"63","44"
"64","32"
"65","56"
"66","42"
"67","37"
"68","23"
"69","43"
"70","27"
"71","38"
"72","35"
"73","32"
"74","29"
"75","20"
"76","31"
"77","26"
"78","29"
"79","27"
"80","28"
"81","30"
"82","29"
"83","21"
"84","13"
"85","15"
"86","15"
"87","5"
"88","14"
"89","7"
"90","12"
"91","11"
"92","7"
"93","7"
"94","15"
"95","7"
"96","12"
"97","11"
"98","9"
"99","8"
"100","12"
"101","14"
"102","16"
"103","9"
"104","12"
"105","12"
"106","13"
"107","13"
"108","6"
"109","5"
"110","14"
"111","13"
"112","9"
"113","13"
"114","11"
"115","15"
"116","9"
"117","5"
"118","7"
"119","10"
"120","6"
"121","13"
"122","4"
"123","9"
"124","15"
"125","9"
"126","11"
"127","9"
"128","9"
"129","7"
"130","9"
"131","8"
"132","8"
"133","11"
"134","8"
"135","13"
"136","13"
"137","9"
"138","6"
"139","15"
"140","10"
"141","8"
"142","9"
"143","20"
"144","7"
"145","10"
"146","8"
"147","10"
"148","10"
"149","7"
"150","2"
"151","6"
"152","7"
"153","5"
"154","11"
"155","3"
"156","11"
"157","4"
"158","4"
"159","7"
"160","5"
"161","7"
"162","6"
"163","2"
"164","5"
"165","3"
"166","2"
"167","4"
"168","2"
"169","6"
"170","4"
"171","6"
"172","0"
"173","5"
"174","4"
"175","4"
"176","2"
"177","3"
"178","1"
"179","5"
"180","1"
"181","3"
"182","2"
"183","3"
"184","2"
"185","3"
"186","3"
"187","3"
"188","4"
"189","1"
"190","0"
"191","5"
"192","3"
"193","2"
"194","2"
"195","2"
"196","0"
"197","2"
"198","2"
"199","2"
"200","2"
"201","3"
"202","3"
"203","6"
"204","1"
"205","4"
"206","4"
"207","2"
"208","2"
"209","4"
"210","1"
"211","2"
"212","1"
"213","6"
"214","1"
"215","1"
"216","2"
"217","3"
"218","3"
"219","3"
"220","2"
"221","6"
"222","3"
"223","5"
"224","1"
"225","2"
"226","2"
"227","3"
"228","1"
"229","4"
"230","1"
"231","4"
"232","2"
"233","1"
"234","3"
"235","1"
"236","1"
"237","2"
"238","1"
"239","4"
"240","3"
"241","0"
"242","0"
"243","3"
"244","1"
"245","2"
"246","2"
"247","1"
"248","1"
"249","1"
"250","3"
"251","2"
"252","0"
"253","0"
"254","1"
"255","4"
"256","1"
"257","5"
"258","0"
"259","2"
"260","2"
"261","3"
"262","3"
"263","1"
"264","1"
"265","4"
"266","2"
"267","2"
"268","4"
"269","4"
"270","3"
"271","2"
"272","1"
"273","2"
"274","2"
"275","2"
"276","4"
"277","2"
"278","1"
"279","5"
"280","0"
"281","2"
"282","2"
"283","1"
"284","3"
"285","3"
"286","2"
"287","0"
"288","1"
"289","1"
"290","3"
"291","2"
"292","0"
"293","0"
"294","3"
"295","1"
"296","1"
"297","1"
"298","2"
"299","3"
"300","1"
"301","1"
"302","0"
"303","0"
"304","0"
"305","2"
"306","2"
"307","2"
"308","3"
"309","1"
"310","3"
"311","0"
"312","2"
"313","4"
"314","4"
"315","0"
"316","3"
"317","1"
"318","1"
"319","1"
"320","1"
"321","1"
"322","2"
"323","2"
"324","0"
"325","2"
"326","1"
"327","1"
"328","2"
"329","0"
"330","3"
"331","0"
"332","0"
"333","0"
"334","1"
"335","2"
"336","0"
"337","0"
"338","0"
"339","0"
"340","2"
"341","0"
"342","0"
"343","0"
"344","2"
"345","0"
