"x","y"
"0","42"
"1","48"
"2","78"
"3","112"
"4","110"
"5","111"
"6","135"
"7","143"
"8","122"
"9","148"
"10","155"
"11","139"
"12","149"
"13","139"
"14","151"
"15","170"
"16","120"
"17","158"
"18","162"
"19","165"
"20","164"
"21","152"
"22","150"
"23","148"
"24","162"
"25","155"
"26","149"
"27","155"
"28","175"
"29","149"
"30","146"
"31","128"
"32","120"
"33","123"
"34","120"
"35","148"
"36","134"
"37","126"
"38","102"
"39","87"
"40","80"
"41","75"
"42","59"
"43","73"
"44","43"
"45","78"
"46","91"
"47","62"
"48","59"
"49","89"
"50","79"
"51","92"
"52","57"
"53","77"
"54","80"
"55","70"
"56","76"
"57","62"
"58","65"
"59","70"
"60","62"
"61","88"
"62","62"
"63","64"
"64","61"
"65","61"
"66","45"
"67","62"
"68","50"
"69","57"
"70","51"
"71","35"
"72","53"
"73","50"
"74","51"
"75","54"
"76","55"
"77","44"
"78","38"
"79","36"
"80","35"
"81","26"
"82","26"
"83","30"
"84","20"
"85","20"
"86","19"
"87","17"
"88","26"
"89","16"
"90","17"
"91","18"
"92","15"
"93","17"
"94","13"
"95","19"
"96","22"
"97","19"
"98","20"
"99","15"
"100","16"
"101","22"
"102","20"
"103","12"
"104","19"
"105","12"
"106","14"
"107","17"
"108","18"
"109","14"
"110","12"
"111","20"
"112","13"
"113","20"
"114","14"
"115","11"
"116","19"
"117","19"
"118","13"
"119","14"
"120","16"
"121","15"
"122","11"
"123","16"
"124","10"
"125","17"
"126","19"
"127","14"
"128","10"
"129","11"
"130","17"
"131","17"
"132","11"
"133","19"
"134","17"
"135","14"
"136","13"
"137","19"
"138","11"
"139","14"
"140","24"
"141","16"
"142","19"
"143","25"
"144","14"
"145","16"
"146","12"
"147","19"
"148","10"
"149","4"
"150","18"
"151","6"
"152","12"
"153","12"
"154","8"
"155","8"
"156","7"
"157","16"
"158","11"
"159","13"
"160","12"
"161","9"
"162","8"
"163","10"
"164","6"
"165","7"
"166","11"
"167","11"
"168","8"
"169","13"
"170","4"
"171","3"
"172","4"
"173","6"
"174","7"
"175","7"
"176","3"
"177","9"
"178","9"
"179","7"
"180","4"
"181","10"
"182","6"
"183","4"
"184","5"
"185","6"
"186","7"
"187","6"
"188","8"
"189","6"
"190","7"
"191","6"
"192","6"
"193","4"
"194","6"
"195","3"
"196","6"
"197","2"
"198","10"
"199","8"
"200","3"
"201","5"
"202","8"
"203","4"
"204","7"
"205","6"
"206","5"
"207","6"
"208","6"
"209","3"
"210","5"
"211","6"
"212","5"
"213","7"
"214","7"
"215","3"
"216","8"
"217","8"
"218","6"
"219","5"
"220","3"
"221","7"
"222","11"
"223","5"
"224","4"
"225","5"
"226","3"
"227","6"
"228","4"
"229","5"
"230","6"
"231","4"
"232","5"
"233","3"
"234","4"
"235","5"
"236","4"
"237","3"
"238","5"
"239","4"
"240","7"
"241","3"
"242","3"
"243","4"
"244","4"
"245","5"
"246","3"
"247","5"
"248","5"
"249","4"
"250","2"
"251","6"
"252","4"
"253","7"
"254","4"
"255","5"
"256","6"
"257","3"
"258","4"
"259","2"
"260","3"
"261","7"
"262","5"
"263","6"
"264","4"
"265","3"
"266","5"
"267","3"
"268","3"
"269","3"
"270","3"
"271","3"
"272","2"
"273","4"
"274","5"
"275","4"
"276","5"
"277","5"
"278","4"
"279","5"
"280","5"
"281","3"
"282","4"
"283","6"
"284","7"
"285","3"
"286","3"
"287","4"
"288","6"
"289","3"
"290","6"
"291","2"
"292","4"
"293","2"
"294","6"
"295","2"
"296","3"
"297","6"
"298","3"
"299","4"
"300","4"
"301","4"
"302","4"
"303","4"
"304","5"
"305","6"
"306","3"
"307","6"
"308","8"
"309","4"
"310","5"
"311","6"
"312","5"
"313","3"
"314","3"
"315","7"
"316","3"
"317","8"
"318","7"
"319","5"
"320","5"
"321","8"
"322","3"
"323","2"
"324","2"
"325","3"
"326","3"
"327","2"
"328","2"
"329","3"
"330","3"
"331","2"
"332","4"
"333","3"
"334","4"
"335","2"
"336","5"
"337","2"
"338","2"
"339","2"
"340","3"
"341","3"
"342","2"
"343","2"
"344","2"
"345","3"
"346","2"
"347","2"
"348","2"
"349","2"
"350","3"
"351","2"
